month,venue,cuisine,region,segment,revenue,orders,commission_rate,delivery_cost_order,ue_share,dd_share,sd_share,food_cost_ratio,labour_cost_ratio,demand_growth,net_profit,commission_ue,delivery_sd,profit_per_order,cost_to_revenue
2029-08-01,The Grill,European,Central,Fine Dining,81228.59476684208,2443,0.24614531910237736,6.298062116713319,0.1790751352708739,0.2401054212961544,0.5808194434329718,0.3764301249559205,0.17318655661107474,0.0150308575375529,14109.979148499076,0.044078506314550646,3.6580369333357137,5.775677097216159,0.6527960134246985
2036-12-01,Harbour Bar,European,North Shore,Fine Dining,97862.52453713673,2057,0.3118259777681275,4.075050114837497,0.25324454798654306,0.16813899583421427,0.5786164561792426,0.2685618405175657,0.20013730350539063,-0.03846799841809562,26816.47991773324,0.07896822879035127,2.357891056200088,13.036694174882468,0.6000974795902625
2026-02-01,Elliott Stables,Asian,Central,Casual Dining,113972.01100616706,2343,0.2210754818456266,2.0681846765368777,0.4309927781385656,0.17479855635555586,0.3942086655058785,0.32723001049868494,0.23349115111064261,0.003351856236975592,29068.98120007229,0.09528193609896864,0.8152963213573096,12.406735467380404,0.6946467727805206
2028-04-01,The Grill,Asian,East Auckland,Cocktail Bar,117906.68578710088,3682,0.33516345261296165,4.803540629320442,0.23240843783069534,0.20492984734491004,0.5626617148243946,0.2988116991423908,0.16558676633409686,0.17071348866306807,39679.081096335874,0.0778948144397207,2.7027684077220915,10.776502198896218,0.6109782750957755
2042-11-01,The Grill,Modern NZ,East Auckland,Cocktail Bar,45290.62384309009,1607,0.3055555233362163,4.789545656237609,0.3697706247828795,0.28199265204145607,0.34823672317566445,0.29375325388680495,0.17031119689358828,0.08167095995781566,8974.716563106722,0.1129854567698924,1.6678956848284223,5.584764507222602,0.6632143199217804
2052-08-01,Sky Lounge,Café,East Auckland,Cocktail Bar,64612.31492477207,1791,0.3348148841595956,4.403441085712984,0.28916684225976425,0.17295314535322748,0.5378800123870083,0.37037406598712475,0.25049512648969163,-0.007847108947156053,7317.71756163273,0.09681736279399902,2.3685229457287615,4.085827784272881,0.7755938425972939
2041-03-01,Harbour Bar,Café,Central,Fine Dining,195983.79865465366,4157,0.3141018487728487,3.8684437978914223,0.1639830696508418,0.18216438452707273,0.6538525458220855,0.2608918819816359,0.16933102209789994,0.037237969462147,74748.45327229991,0.051507385344776224,2.5293918256209635,17.98134550692805,0.5389484593848337
2028-05-01,Elliott Stables,Asian,North Shore,Casual Dining,45215.785939583926,939,0.2027366281362628,3.3740434829534713,0.2122569416337081,0.2004992408818824,0.5872438174844096,0.3795896615506741,0.22202077261215894,0.13723338973205856,6000.0,0.043032256645333514,1.98138617528799,6.389776357827476,0.6852912308484397
2053-09-01,Orbit Café,Modern NZ,East Auckland,Cocktail Bar,133929.28726725315,4276,0.2642336145016022,4.901496809734505,0.32861715975798655,0.23437878432443143,0.437004055917582,0.2930775085528168,0.20403043234469753,0.09379532838350112,36089.57222014882,0.08683169991010324,2.1419739859210676,8.440030921456692,0.6458703941521535
2039-08-01,Orbit Café,Modern NZ,North Shore,Casual Dining,130662.85113876141,2805,0.20719656339132572,4.064029768314217,0.33549868813971273,0.06796258387155858,0.5965387279887286,0.3308284865443976,0.18965032303433413,0.06576973858958375,42214.01279421376,0.06951417520484661,2.4243511484984905,15.049558928418454,0.60407459860096
2045-07-01,The Grill,Modern NZ,Central,Casual Dining,103291.47817686162,3356,0.3109163764203612,7.334625356773948,0.25216591138316613,0.178921859630493,0.5689122289863409,0.37550694240767046,0.1845412567222765,0.1501423479247987,17026.415834952364,0.07840251142399192,4.1727580605020025,5.0734254573755555,0.6940804468126442
2029-11-01,Elliott Stables,Café,North Shore,Fine Dining,120482.22852562869,3225,0.2734659438693273,2.9511001927181226,0.18002596093174011,0.1703978973015109,0.649576141766749,0.24806414705305646,0.2592434681852353,0.09483428877636547,45846.65344917224,0.049230969327180955,1.9169642771529476,14.216016573386742,0.6031366063843792
2041-05-01,The Grill,Café,North Shore,Fine Dining,181601.69906715225,3495,0.22215189029710491,3.7581606219489783,0.3526673728294367,0.2804212460593926,0.36691138111117066,0.3692010108095267,0.2837004851095367,0.08710973000568482,23787.446909123755,0.07834572352017323,1.3789119042369158,6.806136454684909,0.7935433293308003
2026-04-01,The Grill,Modern NZ,City Centre,Casual Dining,192210.64858761738,5892,0.32873583552114743,3.6167825900851405,0.15910556456445019,0.1733766451090853,0.6675177903264646,0.3194935939496081,0.1782233664864331,-0.030660284325200286,48656.069515697855,0.0523037007031584,2.4142667226248604,8.25798871617411,0.6070157774289882
2042-10-01,The Grill,European,East Auckland,Quick Service,90560.99509766875,2857,0.1984297685302817,4.988200469297763,0.4278343921527943,0.16708013367358276,0.40508547417362295,0.3386155630568433,0.2847585584926365,-0.052338942416773976,6000.0,0.08489507940417275,2.020647552378573,2.1001050052502626,0.7414228732045101
2030-01-01,Sky Lounge,Modern NZ,City Centre,Casual Dining,101435.82716935272,2659,0.27021798455541024,4.746041413357814,0.16576625266276684,0.2905499971336755,0.5436837502035576,0.26088578574408877,0.23731912545176348,0.17093695043492374,31659.81580307828,0.044793022701835765,2.5803455942357694,11.906662581074945,0.62150976853573
2051-04-01,Harbour Bar,Asian,City Centre,Casual Dining,87434.49927995823,2039,0.2953664887466761,5.540572559833502,0.13755932699138215,0.16264411590022038,0.6997965571083975,0.3146742403163445,0.2434158526972234,0.0757031762260917,20170.81429791161,0.040630415407800415,3.8772736017807454,9.892503333943898,0.6467601298501239
2025-08-01,The Grill,Bar,East Auckland,Cocktail Bar,128976.0950964364,2560,0.18941576597318907,7.2250097381581435,0.27417669582788257,0.09522110758052259,0.6306021965915948,0.33429192006153413,0.2522904291585356,0.028077686378071565,26787.860031940487,0.051933388852236445,4.556107011278188,10.464007824976752,0.6565521171014863
2043-07-01,Elliott Stables,European,Central,Casual Dining,164570.21259029227,3193,0.2756569653129926,3.5687159702162705,0.2818423593383929,0.10422903070144708,0.61392860996016,0.3038746230342755,0.2515354557460955,0.07314541343665658,49539.756778905095,0.07769180947187537,2.1909368349374985,15.515113303759817,0.661833346552922
2028-03-01,Harbour Bar,Café,North Shore,Cocktail Bar,84944.2532060986,2863,0.3105441944740951,5.81024363090248,0.2778675201723857,0.07379688458424354,0.6483355952433708,0.26169792493484795,0.26657544406413947,-0.063928890121354,17872.029614368163,0.08629014522244788,3.766987762950164,6.242413417522935,0.6374807082993469
2044-08-01,Elliott Stables,Modern NZ,Central,Fine Dining,102878.75485960167,3286,0.19080437030688854,2.13772111652851,0.2528336212685938,0.050142032314736115,0.6970243464166701,0.2741766705119807,0.22285092467520068,0.1337530912150678,42634.103323632255,0.048241759898564385,1.4900436640693988,12.97446844906642,0.5548366739874666
2038-10-01,Elliott Stables,Modern NZ,North Shore,Quick Service,207817.30807810134,4424,0.26195887537706036,3.443136600034935,0.4481852124903629,0.15798641525012047,0.3938283722595166,0.3596149907390898,0.22933661637691113,-0.02367216075327265,35770.241133385,0.1174060942246043,1.3560048826589248,8.085497543712703,0.7477436450043801
2053-01-01,Sky Lounge,Asian,City Centre,Quick Service,53499.625723217665,1551,0.2213691485037984,4.55045850398126,0.27019821443470365,0.24231064532455537,0.4874911402407409,0.24482593899658678,0.20209751032024406,0.1291819616426662,24292.611872221518,0.05981354865665708,2.218308204724001,15.662547951142178,0.5603770992023906
2043-07-01,Orbit Café,Asian,Central,Cocktail Bar,125634.68091692409,2552,0.28606791224590733,2.1704713366462394,0.26728130325894084,0.23336661069995895,0.4993520860411002,0.3392406909817137,0.1736834871918052,0.058938395248538764,37589.79994096424,0.07646060440565043,1.0838293896467146,14.72954543141232,0.65614348169001
2035-02-01,Harbour Bar,Café,City Centre,Casual Dining,169522.65727943613,3860,0.19898837873261518,5.397182033045015,0.24761812195009644,0.05803727195071255,0.694344606099191,0.3799146051120338,0.24640322482040847,-0.008091276449205279,28552.421334210158,0.049273128631664685,3.7475042327802717,7.3970003456503,0.687139701215643
2026-08-01,Orbit Café,European,Central,Casual Dining,71329.45202255796,2325,0.32992822890728113,5.730708346209395,0.12338901414551204,0.19249572589850825,0.6841152599559798,0.24104761945494732,0.16436929599421263,-0.07214541345706169,14684.63703938097,0.04070951890364424,3.9204650299989434,6.315972920163858,0.5096362082707204
2041-11-01,Orbit Café,Asian,East Auckland,Cocktail Bar,53290.453500959324,1111,0.3231565730743571,6.107024431609257,0.3075348209023656,0.088570781353369,0.6038943977442653,0.2625463955947916,0.19583255664083787,0.13211667238491748,16898.720063517652,0.09938189882384463,3.6879978411361867,15.210369094075295,0.586383081236147
2037-03-01,Sky Lounge,Café,East Auckland,Casual Dining,69185.94003674289,2146,0.20975590718011347,4.841159776636568,0.17978872027811385,0.28526907119117434,0.5349422085307118,0.33438020212503883,0.17224988237799305,-0.03412036321798027,20861.53066778779,0.037711746122687434,2.589740702764013,9.721123330749203,0.6041787034438524
2025-07-01,Harbour Bar,Bar,North Shore,Fine Dining,205794.0588678695,5392,0.23172254149841676,5.321695657382446,0.32316314308016747,0.09184124991104482,0.5849956070087877,0.24839871684194875,0.18479453045195335,-0.06653066993363291,73908.84521435988,0.0748841848331529,3.113168581406474,13.70713004717357,0.5293591199708335
2041-06-01,Elliott Stables,Bar,East Auckland,Fine Dining,46620.461818696596,1130,0.2740215959444869,4.17835888203168,0.117791711681967,0.20665980442437037,0.6755484838936626,0.3225705977398202,0.2430350186766595,0.11652821001472903,12927.571087015169,0.03227747282412546,2.8226840079201203,11.440328395588645,0.6545123386665468
2030-04-01,The Grill,Bar,Central,Fine Dining,77956.34559198657,1948,0.2948899738614801,2.226891678786094,0.4434854854385506,0.13155959054101418,0.4249549240204352,0.33576001449854787,0.24170196192663934,0.011011237816974495,12262.431095679041,0.13077942320892,0.9463285841602841,6.294882492648378,0.7470370038499738
2031-01-01,Elliott Stables,Modern NZ,North Shore,Quick Service,50474.6147577878,1135,0.25082496242564134,2.549735206759822,0.26415177765443526,0.21039033149108805,0.5254578908544767,0.3223404887359698,0.21473713868944255,0.021226841453829,9996.573264407118,0.06625585970484009,1.339778483981419,8.80755353692257,0.6561046341212228
2024-04-01,Orbit Café,Café,City Centre,Quick Service,64360.15682338557,1474,0.20500661151375602,5.602477583108053,0.4138643800567444,0.1530646491160188,0.4330709708272368,0.2911258584229494,0.17172235694363386,-0.015762427307013063,22485.63821182678,0.08484493418167448,2.4262704059544355,15.254842748864844,0.5790724146060748
2035-02-01,Orbit Café,Modern NZ,North Shore,Quick Service,153526.12515995186,2963,0.19666423900845945,7.47555414772177,0.2664464106315272,0.2399107630765987,0.4936428262918741,0.33761952143812946,0.21633860913972308,0.14338640446119327,36685.429750967436,0.05240048058338479,3.6902536775793164,12.381177776229308,0.6535404788116354
2030-07-01,Orbit Café,Modern NZ,Central,Cocktail Bar,87286.80902934002,1679,0.33996245390629504,2.086917815398129,0.12111578650097761,0.10766978133196446,0.7712144321670579,0.32320121992193485,0.20585683334157814,-0.002694323212301661,29967.37608706072,0.041174819985663275,1.609461137981585,17.848347877939677,0.606836556322345
2026-02-01,Harbour Bar,Asian,East Auckland,Quick Service,144612.10882536846,3580,0.252856339430958,5.066709232545105,0.3877747411328324,0.276447963228565,0.3357772956386026,0.2690692040931488,0.25365968987127346,-0.025349931864733798,34730.762165827415,0.09805130156663533,1.701285923891135,9.701330213918272,0.6906818155561766
2037-01-01,Sky Lounge,Asian,City Centre,Fine Dining,148284.1919840721,4896,0.31960507986375974,6.130548140854068,0.326864305383497,0.17505241232833801,0.498083282288165,0.31883897610191536,0.2352734590658767,0.000404928847400593,22991.347374981,0.1044674924267049,3.053523540222202,4.695945133778799,0.7145275678170393
2030-08-01,The Grill,Modern NZ,Central,Fine Dining,193651.18329071134,4259,0.2571801607406583,6.547261554076333,0.3736149666508808,0.23902328692821323,0.387361746420906,0.36346701039944984,0.22390354975380986,-0.02718111045647679,28946.38529466658,0.09608635717838922,2.5361586698614635,6.7965215531032115,0.7449289646846073
2028-01-01,The Grill,Modern NZ,East Auckland,Quick Service,45829.743759577934,891,0.3275772221673605,4.998626956724521,0.24985945222810566,0.2624325478503068,0.48770799992158753,0.333356659996663,0.22330767069964935,0.002590357409353941,10626.952914210078,0.08184826529314117,2.437870355418248,11.926995414377192,0.72447952102056
2038-01-01,Harbour Bar,European,East Auckland,Casual Dining,194339.6553849142,5453,0.1940415012434481,5.409537891012578,0.3232778604863257,0.29970715273870124,0.3770149867749731,0.3060508110351386,0.2856185953438544,-0.058436582054275016,34755.390976733936,0.0627293213675366,2.0394768564388226,6.3736275402042795,0.7125543535973466
2025-11-01,The Grill,Café,North Shore,Quick Service,153345.84012472045,3925,0.19824307061352814,5.831987199010044,0.3996801513288126,0.10598641639848956,0.4943334322726978,0.28502177440172316,0.25831824882144855,-0.03878219242894083,32600.191052397444,0.07923382046270341,2.8829462490570723,8.305781159846482,0.6435849163160358
2053-09-01,Harbour Bar,Modern NZ,City Centre,Cocktail Bar,73480.11006836758,1924,0.3287411500358759,6.724314373313868,0.32087290500516064,0.12172310339086372,0.5574039916039757,0.2520240693212602,0.2246073428598166,0.028433749682998444,24797.55508039474,0.10548412780674887,3.7481596724851367,12.888542141577307,0.622130932982474
2038-02-01,Orbit Café,Asian,North Shore,Quick Service,180264.04292367471,6166,0.33159888720716557,2.6725924546155024,0.22168577219256613,0.11260827168297206,0.6657059561244618,0.274247798586264,0.22229893967556708,0.14866138245336785,60809.357927071964,0.07351075536871614,1.7791607153308353,9.86204312797145,0.6073982712109429
2053-11-01,Orbit Café,Bar,East Auckland,Quick Service,194711.0198133525,4412,0.23035479159445815,7.094002079511749,0.33188535802816993,0.11571783303994566,0.5523968089318844,0.24156614543216276,0.16344228316964526,-0.06510440585220569,67684.28276544162,0.07645138248183121,3.918704111278442,15.340952576029379,0.5081159683973182
2050-06-01,Elliott Stables,Café,East Auckland,Fine Dining,89496.10965697753,2453,0.2368263819190195,2.143095719533635,0.33514896601492355,0.19561118538484434,0.46923984860023205,0.378127628453495,0.2825262042315748,-0.024704576242392036,6000.0,0.07937211702521477,1.0056259109697683,2.445984508764778,0.7863518390078679
2053-05-01,Orbit Café,European,Central,Cocktail Bar,205788.89415796916,4388,0.25239203757356127,6.599098630267764,0.4362054368773187,0.29838063078646077,0.2654139323362205,0.2711475152980236,0.20149261632975285,0.15616987564081503,68625.6053053824,0.11009477901413194,1.7514927173339339,15.639381336686965,0.6580438060185877
2040-04-01,Sky Lounge,European,City Centre,Fine Dining,124530.05030226512,2596,0.24658586881076655,2.422072346078335,0.2298193125395842,0.2975695217731886,0.47261116568722716,0.3540826319759522,0.1932720806444967,0.15140381528157965,42689.26728291181,0.056670194852066466,1.144698434858879,16.444247797731823,0.6774013465305614
2036-09-01,Elliott Stables,Bar,City Centre,Fine Dining,150599.27950833127,3157,0.21040723455353547,3.0704551638270727,0.2487786186299459,0.1816933078405769,0.5695280735294772,0.263610283452697,0.2899231603003972,0.09665721665694472,46755.155797609565,0.05234482116197558,1.748710414313068,14.809995501301731,0.6441078513546897
2045-08-01,The Grill,Bar,North Shore,Cocktail Bar,217313.66838308764,5719,0.3237400614303,2.0214178050962293,0.38424303641547075,0.20975680256616847,0.4060001610183608,0.27970416094478034,0.2534296572955882,-0.017476875935238126,47345.372231042806,0.12439486421330949,0.8206959543544505,8.27861028694576,0.7254353626018727
2026-06-01,Sky Lounge,Modern NZ,Central,Cocktail Bar,108268.81376185988,3031,0.220529216112903,4.4489118804482235,0.27701681015995944,0.2649926359254015,0.457990553914639,0.29855882469197137,0.16615729052890743,0.029150745874504294,37647.430943073356,0.06109029999467271,2.0375596164439003,12.420795428265706,0.5842450334918722
2049-03-01,Elliott Stables,Café,City Centre,Quick Service,187302.88551851976,4074,0.29284358551642425,3.8389757469456574,0.3578005825905065,0.2832333646133763,0.3589660527961172,0.2854167929798247,0.16804511201332495,-0.025082541446129085,50353.27515509621,0.10477960550566941,1.3780619706611084,12.35966498652337,0.6411845845300809
2033-09-01,Sky Lounge,Café,Central,Fine Dining,100719.84561998044,2132,0.19074490843759564,2.9129610131786503,0.26089831255875723,0.10096515683238598,0.6381365306088569,0.35176911378638054,0.1633152033148257,-0.046566987627447154,34048.59866833097,0.04976502474054336,1.8588668347486845,15.970262039554862,0.5841079314371306
2024-03-01,Harbour Bar,Modern NZ,Central,Quick Service,184862.3663922609,4646,0.1862002130445487,4.4809958844214846,0.17542329963444517,0.18213543223561324,0.6424412681299416,0.3740770771221592,0.23795045693667297,0.018799582573611792,36792.27579701556,0.03266385576491139,2.878776678472788,7.9191295301367965,0.6786050461089757
2031-02-01,The Grill,European,City Centre,Fine Dining,150128.43580096244,3037,0.2845968756123073,4.213039857447011,0.36082134497335383,0.25820926366537805,0.3809693913612681,0.3625412277111188,0.16930338500805373,0.06971361731829105,33461.62597522566,0.102688627433647,1.6050392302723517,11.017986820950167,0.7080187898461405
2031-04-01,Orbit Café,Modern NZ,City Centre,Cocktail Bar,82862.24666444525,2634,0.23424253721172167,6.2221356798430785,0.14590430921464848,0.12580051915864793,0.7282951716267037,0.2615009013726859,0.281340486389841,0.013582495620849358,21699.012358861633,0.03417699558056284,4.531551372835951,8.238045694328639,0.6064862161333632
2024-06-01,Harbour Bar,European,North Shore,Quick Service,117454.56641311636,2392,0.28487350283520024,6.912216683385179,0.16950428223595781,0.1599522606201167,0.6705434571439255,0.34873641468890065,0.2817978502029481,0.07881438312115215,22179.35022346934,0.04828727862612371,4.6349416714050165,9.272303605129324,0.724387704287234
2044-01-01,The Grill,Café,Central,Cocktail Bar,100586.2360136233,3319,0.19504339234701285,5.589119884718951,0.31938874397447303,0.296405275378002,0.384205980647525,0.2607125678626596,0.23098702867725035,-0.0029737688013805746,25319.91065591786,0.06229466410223278,2.1473732862650263,7.628776937607069,0.6118061510614188
2026-11-01,Harbour Bar,Modern NZ,East Auckland,Fine Dining,58668.96878906368,1852,0.33197622078653816,2.684257137995881,0.36154443006722436,0.29626167418021776,0.3421938957525579,0.3678733549186942,0.24016306108147362,0.009921137217805479,6000.0,0.12002415354013998,0.9185364072524219,3.239740820734341,0.8264124004985492
2049-05-01,Orbit Café,Bar,North Shore,Cocktail Bar,50221.08476744706,1231,0.29976231470289527,3.6246493709041783,0.41314076040373526,0.2765267026912954,0.3103325369049693,0.312503000593601,0.19794627219828248,0.1255751338275985,10081.442667079424,0.12384403063673795,1.1248466346636947,8.189636610137631,0.7171855879045235
2037-08-01,The Grill,Modern NZ,North Shore,Quick Service,105633.76469625667,3566,0.3202027572841279,7.023250632577539,0.19540527409556208,0.24961208620701442,0.5549826396974236,0.2870933523279389,0.16831643051307554,0.1483618300324031,32588.895883411926,0.06256930755325975,3.8977821753244823,9.13878179568478,0.5979055686492036
2045-07-01,Sky Lounge,Bar,East Auckland,Casual Dining,48330.97586806015,1651,0.20183528864712175,2.4880397115433905,0.13875349051019403,0.11728262518070144,0.7439638843091045,0.261983569626787,0.255869857874936,0.0037288611980735437,12386.172704921937,0.02800535080792068,1.8510116881151248,7.502224533568708,0.5695305508162828
2034-03-01,Sky Lounge,Café,North Shore,Fine Dining,73960.35757681064,2640,0.2312257550228591,4.2377071166495455,0.4346163308329202,0.13021251851679688,0.43517115065028295,0.24165327234506065,0.17323217853737227,0.06859410834977182,29140.339379674202,0.10049448924210669,1.8441278820712754,11.038007340785683,0.545488428032014
2027-12-01,The Grill,Modern NZ,North Shore,Cocktail Bar,171907.08114890204,4468,0.23893506627301506,7.183775405784147,0.15404808080774984,0.18682071030121866,0.6591312088910315,0.27471257883252387,0.1711224933323911,-0.007677806188010311,55274.15740216865,0.036807488397030484,4.735050567616166,12.371118487504173,0.5272805793589389
2029-05-01,Orbit Café,Asian,North Shore,Cocktail Bar,168915.9662446279,3626,0.26594762373229097,7.228656628082171,0.16918344378912384,0.19019434364050303,0.6406222125703731,0.3679628088593837,0.2004590041965491,-0.06613299315606885,29592.65373343422,0.044993934850563105,4.630838002993493,8.161239308724275,0.6639974816450105
2043-05-01,Elliott Stables,Café,City Centre,Quick Service,174251.56763004197,6043,0.22749895768118628,4.261617473768908,0.20196530874546303,0.17637570483926676,0.6216589864152703,0.35161670691811187,0.16162053577892468,0.11184286715370607,57405.98942318549,0.04594689722735182,2.649272799232784,9.499584547937364,0.5993094289356061
2045-06-01,The Grill,Asian,North Shore,Cocktail Bar,100501.80494774628,2302,0.18970091875030481,5.670682884543385,0.2852869739092006,0.20916756997907654,0.505545456111723,0.37577111908510075,0.21642463004832108,-0.03553909435860091,18894.964697584102,0.054119201058069596,2.8667879653314268,8.208064594953997,0.6859942303892909
2032-01-01,Harbour Bar,Modern NZ,Central,Fine Dining,200753.4049955967,4204,0.23902054091799532,4.512100790946994,0.4089889481119273,0.1520807556582472,0.4389302962298255,0.2541066129569922,0.25199851831041,0.030685256174198455,57093.90587178407,0.0977567596071948,1.980497736789194,13.580852966647019,0.6402123153552487
2034-09-01,Elliott Stables,Bar,East Auckland,Quick Service,148920.34590497834,4649,0.22072789034036513,6.144032966899879,0.3661911079554534,0.23729353932888325,0.39651535271566335,0.3229050240907937,0.26417536108485207,0.04663182827858077,22616.653635236908,0.08082859072040813,2.436203398966969,4.864842683423727,0.7202862782235168
2052-05-01,Orbit Café,Bar,Central,Quick Service,67054.60980565964,2127,0.24174740663411437,2.1736973188114916,0.3478551438449223,0.13338748161958885,0.518757374535489,0.2760010663643087,0.23855994949385975,-0.03203738811343246,22522.340069687572,0.08409307890884678,1.1276215141414812,10.588782355283296,0.6309001725260065
2049-07-01,Orbit Café,European,East Auckland,Casual Dining,70150.76575471848,1442,0.2115135268192042,2.7928643190674713,0.1613131987496013,0.13266924923658813,0.7060175520138106,0.31601183880813705,0.2700936464048086,-0.05541560882751698,15128.980990290907,0.034119923590015415,1.971811229654734,10.491665041810615,0.6482867496094479
2036-05-01,Harbour Bar,Asian,Central,Casual Dining,166291.69971269777,3482,0.22190341993035767,5.378093419489796,0.225188921034091,0.081806490472957,0.6930045884929521,0.28486368397888373,0.21284528648972434,0.010483383814478359,54480.605059913214,0.04997019170789205,3.7270434170501794,15.646354124041704,0.5658323021849495
2031-03-01,Sky Lounge,Café,City Centre,Cocktail Bar,75265.18887736366,1839,0.280312374469163,3.2790374434368497,0.2674417241303373,0.09717805250722981,0.6353802233624329,0.27968517703407003,0.27034037105786196,0.16759433596308276,22965.277533454573,0.0749672247231017,2.0834355432246867,12.487916005141148,0.6522329834596243
